Name,active,url,name,start,end,pos,height,weight,birthdate,college
Micheal Williams,0,http://www.basketball-reference.com/players/w/willimi02.html,Micheal Williams,1989,1999,G,6-2,175,"July 23, 1966",Baylor University
John Edwards,0,http://www.basketball-reference.com/players/e/edwarjo01.html,John Edwards,2005,2006,C,7-0,275,"July 31, 1981",Kent State University
Jake Tsakalidis,0,http://www.basketball-reference.com/players/t/tsakaja01.html,Jake Tsakalidis,2001,2007,C,7-2,285,"June 10, 1979",
Fred Hoiberg,0,http://www.basketball-reference.com/players/h/hoibefr01.html,Fred Hoiberg,1996,2005,G,6-4,203,"October 15, 1972",Iowa State University
Roger Burkman,0,http://www.basketball-reference.com/players/b/burkmro01.html,Roger Burkman,1982,1982,G,6-5,175,"May 22, 1958",University of Louisville
Jim Jarvis,0,http://www.basketball-reference.com/players/j/jarviji01.html,Jim Jarvis,1968,1969,G,6-1,175,"March 3, 1943",Oregon State University
Darius Washington,0,http://www.basketball-reference.com/players/w/washida01.html,Darius Washington,2008,2008,G,6-2,195,"December 6, 1985",University of Memphis
Randy White,0,http://www.basketball-reference.com/players/w/whitera01.html,Randy White,1990,1994,F,6-8,240,"November 4, 1967",Louisiana Tech University
Frank Fucarino,0,http://www.basketball-reference.com/players/f/fucarfr01.html,Frank Fucarino,1947,1947,F,6-2,175,"July 24, 1920",Long Island University
Charlie Criss,0,http://www.basketball-reference.com/players/c/crissch01.html,Charlie Criss,1978,1985,G,5-8,165,"November 6, 1948",New Mexico State University
David Harrison,0,http://www.basketball-reference.com/players/h/harrida01.html,David Harrison,2005,2008,C,7-0,280,"August 15, 1982",University of Colorado
Raul Neto,1,http://www.basketball-reference.com/players/n/netora01.html,Raul Neto,2016,2016,G,6-1,179,"May 19, 1992",
Jameer Nelson,1,http://www.basketball-reference.com/players/n/nelsoja01.html,Jameer Nelson,2005,2016,G,6-0,190,"February 9, 1982",Saint Joseph's University
Zach Randolph,1,http://www.basketball-reference.com/players/r/randoza01.html,Zach Randolph,2002,2016,F,6-9,260,"July 16, 1981",Michigan State University
Charles Davis,0,http://www.basketball-reference.com/players/d/davisch02.html,Charles Davis,1982,1990,F,6-7,215,"October 5, 1958",Vanderbilt University
Will Solomon,0,http://www.basketball-reference.com/players/s/solomwi01.html,Will Solomon,2002,2009,G,6-1,185,"July 20, 1978",Clemson University
Hal Tidrick,0,http://www.basketball-reference.com/players/t/tidriha01.html,Hal Tidrick,1949,1949,F-G,6-1,190,"August 4, 1915",Washington & Jefferson College
Moe Barr,0,http://www.basketball-reference.com/players/b/barrmo01.html,Moe Barr,1971,1971,G,6-4,195,"June 19, 1944",Duquesne University
John Duren,0,http://www.basketball-reference.com/players/d/durenjo01.html,John Duren,1981,1983,G,6-3,195,"October 30, 1958",Georgetown University
Togo Palazzi,0,http://www.basketball-reference.com/players/p/palazto01.html,Togo Palazzi,1955,1960,F-G,6-4,205,"August 8, 1932",College of the Holy Cross
Med Park,0,http://www.basketball-reference.com/players/p/parkme01.html,Med Park,1956,1960,G-F,6-2,205,"April 11, 1933",University of Missouri
Gino Sovran,0,http://www.basketball-reference.com/players/s/sovragi01.html,Gino Sovran,1947,1947,F-G,6-2,175,"December 17, 1924",University of Detroit Mercy
Ralph Sampson*,0,http://www.basketball-reference.com/players/s/sampsra01.html,Ralph Sampson*,1984,1992,C-F,7-4,228,"July 7, 1960",University of Virginia
Larry Comley,0,http://www.basketball-reference.com/players/c/comlela01.html,Larry Comley,1964,1964,G,6-5,210,"August 17, 1939",Kansas State University
Kebu Stewart,0,http://www.basketball-reference.com/players/s/stewake01.html,Kebu Stewart,1998,1998,F,6-8,239,"December 19, 1973","California State University, Bakersfield"
Billy McKinney,0,http://www.basketball-reference.com/players/m/mckinbi01.html,Billy McKinney,1979,1986,G,6-0,160,"June 5, 1955",Northwestern University
Reece Gaines,0,http://www.basketball-reference.com/players/g/gainere01.html,Reece Gaines,2004,2006,G,6-6,205,"January 7, 1981",University of Louisville
Ike Borsavage,0,http://www.basketball-reference.com/players/b/borsaik01.html,Ike Borsavage,1951,1951,C-F,6-8,220,"July 25, 1924",Temple University
Bill Stricker,0,http://www.basketball-reference.com/players/s/stricbi01.html,Bill Stricker,1971,1971,F,6-9,210,"January 22, 1948",University of the Pacific
Dick Nemelka,0,http://www.basketball-reference.com/players/n/nemeldi01.html,Dick Nemelka,1971,1971,G,6-0,175,"October 1, 1943",Brigham Young University
Pat Durham,0,http://www.basketball-reference.com/players/d/durhapa01.html,Pat Durham,1993,1995,F,6-7,210,"March 10, 1967",Colorado State University
Cliff Meely,0,http://www.basketball-reference.com/players/m/meelycl01.html,Cliff Meely,1972,1976,F-C,6-8,215,"July 10, 1947",University of Colorado
Vladimir Radmanovic,0,http://www.basketball-reference.com/players/r/radmavl01.html,Vladimir Radmanovic,2002,2013,F,6-10,227,"November 19, 1980",
Larry Demic,0,http://www.basketball-reference.com/players/d/demicla01.html,Larry Demic,1980,1982,F-C,6-9,225,"June 27, 1957",University of Arizona
Anthony Tolliver,1,http://www.basketball-reference.com/players/t/tollian01.html,Anthony Tolliver,2009,2016,F-C,6-8,240,"June 1, 1985",Creighton University
John Thompson*,0,http://www.basketball-reference.com/players/t/thompjo01.html,John Thompson*,1965,1966,F,6-10,225,"September 2, 1941",Providence College
Bo Ellis,0,http://www.basketball-reference.com/players/e/ellisbo02.html,Bo Ellis,1978,1980,F,6-9,197,"August 8, 1954",Marquette University
Calvin Natt,0,http://www.basketball-reference.com/players/n/nattca01.html,Calvin Natt,1980,1990,F,6-6,220,"January 8, 1957",University of Louisiana at Monroe
Dike Eddleman,0,http://www.basketball-reference.com/players/e/eddledi01.html,Dike Eddleman,1950,1953,F-G,6-3,189,"December 27, 1922",University of Illinois at Urbana-Champaign
Ron Riley,0,http://www.basketball-reference.com/players/r/rileyro01.html,Ron Riley,1973,1976,F,6-8,195,"November 11, 1950",University of Southern California
Bill Mlkvy,0,http://www.basketball-reference.com/players/m/mlkvybi01.html,Bill Mlkvy,1953,1953,F,6-4,190,"January 19, 1931",Temple University
Evan Fournier,1,http://www.basketball-reference.com/players/f/fournev01.html,Evan Fournier,2013,2016,G-F,6-7,205,"October 29, 1992",
Archie Goodwin,1,http://www.basketball-reference.com/players/g/goodwar01.html,Archie Goodwin,2014,2016,G,6-5,200,"August 17, 1994",University of Kentucky
Gil McGregor,0,http://www.basketball-reference.com/players/m/mcgregi01.html,Gil McGregor,1972,1972,F,6-8,240,"June 14, 1949",Wake Forest University
Mike Batiste,0,http://www.basketball-reference.com/players/b/batismi01.html,Mike Batiste,2003,2003,F,6-8,225,"November 21, 1977",Arizona State University
Eric Moreland,1,http://www.basketball-reference.com/players/m/moreler01.html,Eric Moreland,2015,2016,F-C,6-10,238,"December 24, 1991",Oregon State University
Joe Binion,0,http://www.basketball-reference.com/players/b/biniojo01.html,Joe Binion,1987,1987,F,6-8,235,"March 26, 1961",North Carolina Agricultural and Technical State University
Jahidi White,0,http://www.basketball-reference.com/players/w/whiteja01.html,Jahidi White,1999,2005,F-C,6-9,290,"February 19, 1976",Georgetown University
Slick Watts,0,http://www.basketball-reference.com/players/w/wattssl01.html,Slick Watts,1974,1979,G,6-1,175,"July 22, 1951",Xavier University of Louisiana
Andrew DeClercq,0,http://www.basketball-reference.com/players/d/declean01.html,Andrew DeClercq,1996,2005,F-C,6-10,230,"February 1, 1973",University of Florida
Leon Smith,0,http://www.basketball-reference.com/players/s/smithle01.html,Leon Smith,2002,2004,C,6-10,235,"November 2, 1980",
Duane Ferrell,0,http://www.basketball-reference.com/players/f/ferredu01.html,Duane Ferrell,1989,1999,F-G,6-7,209,"February 28, 1965",Georgia Institute of Technology
Greg Stiemsma,1,http://www.basketball-reference.com/players/s/stiemgr01.html,Greg Stiemsma,2012,2015,C,6-11,260,"September 26, 1985",University of Wisconsin
Terry Mills,0,http://www.basketball-reference.com/players/m/millste01.html,Terry Mills,1991,2001,F,6-10,230,"December 21, 1967",University of Michigan
Jawann Oldham,0,http://www.basketball-reference.com/players/o/oldhaja01.html,Jawann Oldham,1981,1991,C,7-0,215,"July 4, 1957",Seattle University
Reggie Johnson,0,http://www.basketball-reference.com/players/j/johnsre01.html,Reggie Johnson,1981,1984,F-C,6-9,205,"June 25, 1957",University of Tennessee
Howard Porter,0,http://www.basketball-reference.com/players/p/porteho01.html,Howard Porter,1972,1978,F-C,6-8,220,"August 31, 1948",Villanova University
Doug McDermott,1,http://www.basketball-reference.com/players/m/mcderdo01.html,Doug McDermott,2015,2016,F,6-8,225,"January 3, 1992",Creighton University
Doyle Parrack,0,http://www.basketball-reference.com/players/p/parrado01.html,Doyle Parrack,1947,1947,F-G,6-0,165,"December 6, 1921",Oklahoma State University
Dino Radja,0,http://www.basketball-reference.com/players/r/radjadi01.html,Dino Radja,1994,1997,F-C,6-11,225,"April 24, 1967",
Jackie Robinson,0,http://www.basketball-reference.com/players/r/robinja01.html,Jackie Robinson,1979,1982,F,6-6,210,"May 20, 1955","University of Nevada, Las Vegas"
Marcus Vinicius,0,http://www.basketball-reference.com/players/v/vincima01.html,Marcus Vinicius,2007,2008,F,6-8,225,"May 31, 1984",
Chris Crawford,0,http://www.basketball-reference.com/players/c/crawfch01.html,Chris Crawford,1998,2004,F,6-9,235,"May 13, 1975",Marquette University
Adrian Dantley*,0,http://www.basketball-reference.com/players/d/dantlad01.html,Adrian Dantley*,1977,1991,F-G,6-5,208,"February 28, 1956",University of Notre Dame
Glen Gondrezick,0,http://www.basketball-reference.com/players/g/gondrgl01.html,Glen Gondrezick,1978,1983,F-G,6-6,218,"August 30, 1955","University of Nevada, Las Vegas"
Lorenzo Brown,1,http://www.basketball-reference.com/players/b/brownlo01.html,Lorenzo Brown,2014,2015,G,6-5,189,"August 26, 1990",North Carolina State University
Bulbs Ehlers,0,http://www.basketball-reference.com/players/e/ehlerbu01.html,Bulbs Ehlers,1948,1949,F-G,6-3,198,"March 10, 1923",Purdue University
Claude Terry,0,http://www.basketball-reference.com/players/t/terrycl01.html,Claude Terry,1973,1978,G-F,6-4,195,"January 12, 1950",Stanford University
Damon Stoudamire,0,http://www.basketball-reference.com/players/s/stoudda01.html,Damon Stoudamire,1996,2008,G,5-10,171,"September 3, 1973",University of Arizona
Barry Yates,0,http://www.basketball-reference.com/players/y/yatesba01.html,Barry Yates,1972,1972,F,6-7,215,"January 30, 1946",University of Maryland
Al Skinner,0,http://www.basketball-reference.com/players/s/skinnal01.html,Al Skinner,1975,1980,G,6-3,190,"June 16, 1952",University of Massachusetts Amherst
Marcus Liberty,0,http://www.basketball-reference.com/players/l/liberma01.html,Marcus Liberty,1991,1994,F,6-8,205,"October 27, 1968",University of Illinois at Urbana-Champaign
Steve Novak,1,http://www.basketball-reference.com/players/n/novakst01.html,Steve Novak,2007,2016,F,6-10,225,"June 13, 1983",Marquette University
James Lang,0,http://www.basketball-reference.com/players/l/langja01.html,James Lang,2007,2007,C,6-10,285,"October 17, 1983",
Ted McClain,0,http://www.basketball-reference.com/players/m/mcclate01.html,Ted McClain,1972,1979,G,6-1,180,"August 30, 1946",Tennessee State University
Steve Kerr,0,http://www.basketball-reference.com/players/k/kerrst01.html,Steve Kerr,1989,2003,G,6-3,175,"September 27, 1965",University of Arizona
Todd MacCulloch,0,http://www.basketball-reference.com/players/m/maccuto01.html,Todd MacCulloch,2000,2003,C,7-0,280,"January 27, 1976",University of Washington
Jud Buechler,0,http://www.basketball-reference.com/players/b/buechju01.html,Jud Buechler,1991,2002,F-G,6-6,220,"June 19, 1968",University of Arizona
Wayne Ellington,1,http://www.basketball-reference.com/players/e/ellinwa01.html,Wayne Ellington,2010,2016,G,6-4,200,"October 29, 1987",University of North Carolina
Bob Shea,0,http://www.basketball-reference.com/players/s/sheabo01.html,Bob Shea,1947,1947,F,6-2,194,"September 11, 1924",University of Rhode Island
Dee Brown,0,http://www.basketball-reference.com/players/b/brownde03.html,Dee Brown,2007,2009,G,6-0,185,"August 17, 1984",University of Illinois at Urbana-Champaign
Ben Goldfaden,0,http://www.basketball-reference.com/players/g/goldfbe01.html,Ben Goldfaden,1947,1947,F,6-1,185,"September 6, 1913",George Washington University
Paul McPherson,0,http://www.basketball-reference.com/players/m/mcphepa01.html,Paul McPherson,2001,2001,G,6-4,210,"July 3, 1978",DePaul University
Billy Schaeffer,0,http://www.basketball-reference.com/players/s/schaebi01.html,Billy Schaeffer,1974,1976,F,6-5,200,"December 11, 1951",St. John's University
Sergei Monia,0,http://www.basketball-reference.com/players/m/moniase01.html,Sergei Monia,2006,2006,F,6-8,220,"April 15, 1983",
Bo Outlaw,0,http://www.basketball-reference.com/players/o/outlabo01.html,Bo Outlaw,1994,2008,F,6-8,210,"April 13, 1971",University of Houston
Pete Lalich,0,http://www.basketball-reference.com/players/l/lalicpe01.html,Pete Lalich,1947,1947,F,6-2,190,"June 23, 1920",Ohio University
Jeff Foster,0,http://www.basketball-reference.com/players/f/fosteje01.html,Jeff Foster,2000,2012,F-C,6-11,236,"January 16, 1977",Texas State University
M.L. Carr,0,http://www.basketball-reference.com/players/c/carrml01.html,M.L. Carr,1976,1985,F-G,6-6,205,"January 9, 1951",Guilford College
Clifford Lett,0,http://www.basketball-reference.com/players/l/lettcl01.html,Clifford Lett,1990,1991,G,6-3,170,"December 23, 1965",University of Florida
Cleveland Buckner,0,http://www.basketball-reference.com/players/b/buckncl01.html,Cleveland Buckner,1962,1963,F-C,6-9,210,"August 17, 1938",Jackson State University
George Stone,0,http://www.basketball-reference.com/players/s/stonege01.html,George Stone,1969,1972,F,6-7,195,"February 9, 1946",Marshall University
Sean Rooks,0,http://www.basketball-reference.com/players/r/rooksse01.html,Sean Rooks,1993,2004,C,6-10,250,"September 9, 1969",University of Arizona
Jim Johnstone,0,http://www.basketball-reference.com/players/j/johnsji01.html,Jim Johnstone,1983,1983,C-F,6-11,245,"September 20, 1960",Wake Forest University
Sean Marks,0,http://www.basketball-reference.com/players/m/marksse01.html,Sean Marks,1999,2011,F-C,6-10,250,"August 23, 1975",University of California
Cedric Bozeman,0,http://www.basketball-reference.com/players/b/bozemce01.html,Cedric Bozeman,2007,2007,G,6-6,207,"March 7, 1983","University of California, Los Angeles"
Keith Smart,0,http://www.basketball-reference.com/players/s/smartke01.html,Keith Smart,1989,1989,G,6-1,175,"September 21, 1964",Indiana University
Lonny Baxter,0,http://www.basketball-reference.com/players/b/baxtelo01.html,Lonny Baxter,2003,2006,F,6-8,260,"January 27, 1979",University of Maryland
Tod Murphy,0,http://www.basketball-reference.com/players/m/murphto01.html,Tod Murphy,1988,1994,C-F,6-9,220,"December 24, 1963","University of California, Irvine"
Mike Holton,0,http://www.basketball-reference.com/players/h/holtomi01.html,Mike Holton,1985,1990,G,6-4,185,"August 4, 1961","University of California, Los Angeles"
Maalik Wayns,1,http://www.basketball-reference.com/players/w/waynsma01.html,Maalik Wayns,2013,2014,G,6-2,200,"May 2, 1991",Villanova University
Chris Garner,0,http://www.basketball-reference.com/players/g/garnech01.html,Chris Garner,1998,2001,G,5-10,156,"February 2, 1975",University of Memphis
Sergio Rodriguez,0,http://www.basketball-reference.com/players/r/rodrise01.html,Sergio Rodriguez,2007,2010,G,6-3,168,"June 12, 1986",
Kendrick Perkins,1,http://www.basketball-reference.com/players/p/perkike01.html,Kendrick Perkins,2004,2016,C,6-10,270,"November 10, 1984",
Dwight Davis,0,http://www.basketball-reference.com/players/d/davisdw01.html,Dwight Davis,1973,1977,F,6-8,220,"October 28, 1949",University of Houston
Ernie Calverley,0,http://www.basketball-reference.com/players/c/calveer01.html,Ernie Calverley,1947,1949,G,5-10,145,"January 30, 1924",University of Rhode Island
John Battle,0,http://www.basketball-reference.com/players/b/battljo01.html,John Battle,1986,1995,G,6-2,175,"November 9, 1962",Rutgers University
Bob Priddy,0,http://www.basketball-reference.com/players/p/priddbo01.html,Bob Priddy,1953,1953,F,6-3,190,"March 24, 1930",New Mexico State University
Leo Mogus,0,http://www.basketball-reference.com/players/m/mogusle01.html,Leo Mogus,1947,1951,F-C,6-4,190,"April 13, 1921",Youngstown State University
Perry Jones,1,http://www.basketball-reference.com/players/j/jonespe01.html,Perry Jones,2013,2015,F,6-11,235,"September 24, 1991",Baylor University
